keyword,keyword_group,search_intent,target_canonical_url,primary_or_secondary,reason_for_mapping,overlap_risk,recommended_action
soft oxford cotton for shirts,fabric_type,Commercial,/fabrics/soft-oxford-cotton/,secondary,"Mapped in fabstitch-keyword-map.csv onto an existing URL. Volume, difficulty, and rank are UNKNOWN.",noindex_target,The URL exists and stays noindex. Do not create a replacement page and do not force this URL into the index.
soft oxford cotton for workwear jackets,fabric_type,Commercial,/fabrics/soft-oxford-cotton/,secondary,"Mapped in fabstitch-keyword-map.csv onto an existing URL. Volume, difficulty, and rank are UNKNOWN.",noindex_target,The URL exists and stays noindex. Do not create a replacement page and do not force this URL into the index.
soft oxford cotton textile,fabric_type,Commercial,/fabrics/soft-oxford-cotton/,secondary,"Mapped in fabstitch-keyword-map.csv onto an existing URL. Volume, difficulty, and rank are UNKNOWN.",noindex_target,The URL exists and stays noindex. Do not create a replacement page and do not force this URL into the index.
stretch chiffon,performance,Commercial,/fabrics/stretch-chiffon/,secondary,"Mapped in fabstitch-keyword-map.csv onto an existing URL. Volume, difficulty, and rank are UNKNOWN.",noindex_target,The URL exists and stays noindex. Do not create a replacement page and do not force this URL into the index.
stretch chiffon fabric,performance,Commercial,/fabrics/stretch-chiffon/,secondary,"Mapped in fabstitch-keyword-map.csv onto an existing URL. Volume, difficulty, and rank are UNKNOWN.",noindex_target,The URL exists and stays noindex. Do not create a replacement page and do not force this URL into the index.
stretch chiffon fabric online,performance,Commercial,/fabrics/stretch-chiffon/,secondary,"Mapped in fabstitch-keyword-map.csv onto an existing URL. Volume, difficulty, and rank are UNKNOWN.",noindex_target,The URL exists and stays noindex. Do not create a replacement page and do not force this URL into the index.
stretch chiffon for blouses,performance,Commercial,/fabrics/stretch-chiffon/,secondary,"Mapped in fabstitch-keyword-map.csv onto an existing URL. Volume, difficulty, and rank are UNKNOWN.",noindex_target,The URL exists and stays noindex. Do not create a replacement page and do not force this URL into the index.
stretch chiffon for dresses,performance,Commercial,/fabrics/stretch-chiffon/,secondary,"Mapped in fabstitch-keyword-map.csv onto an existing URL. Volume, difficulty, and rank are UNKNOWN.",noindex_target,The URL exists and stays noindex. Do not create a replacement page and do not force this URL into the index.
stretch chiffon for overlays,performance,Commercial,/fabrics/stretch-chiffon/,secondary,"Mapped in fabstitch-keyword-map.csv onto an existing URL. Volume, difficulty, and rank are UNKNOWN.",noindex_target,The URL exists and stays noindex. Do not create a replacement page and do not force this URL into the index.
stretch chiffon textile,performance,Commercial,/fabrics/stretch-chiffon/,secondary,"Mapped in fabstitch-keyword-map.csv onto an existing URL. Volume, difficulty, and rank are UNKNOWN.",noindex_target,The URL exists and stays noindex. Do not create a replacement page and do not force this URL into the index.
stretch cotton piqué,performance,Commercial,/fabrics/stretch-cotton-pique/,secondary,"Mapped in fabstitch-keyword-map.csv onto an existing URL. Volume, difficulty, and rank are UNKNOWN.",noindex_target,The URL exists and stays noindex. Do not create a replacement page and do not force this URL into the index.
stretch cotton piqué fabric,performance,Commercial,/fabrics/stretch-cotton-pique/,secondary,"Mapped in fabstitch-keyword-map.csv onto an existing URL. Volume, difficulty, and rank are UNKNOWN.",noindex_target,The URL exists and stays noindex. Do not create a replacement page and do not force this URL into the index.
stretch cotton piqué fabric online,performance,Commercial,/fabrics/stretch-cotton-pique/,secondary,"Mapped in fabstitch-keyword-map.csv onto an existing URL. Volume, difficulty, and rank are UNKNOWN.",noindex_target,The URL exists and stays noindex. Do not create a replacement page and do not force this URL into the index.
stretch cotton piqué for activewear,performance,Commercial,/fabrics/stretch-cotton-pique/,secondary,"Mapped in fabstitch-keyword-map.csv onto an existing URL. Volume, difficulty, and rank are UNKNOWN.",noindex_target,The URL exists and stays noindex. Do not create a replacement page and do not force this URL into the index.
stretch cotton piqué for shirts,performance,Commercial,/fabrics/stretch-cotton-pique/,secondary,"Mapped in fabstitch-keyword-map.csv onto an existing URL. Volume, difficulty, and rank are UNKNOWN.",noindex_target,The URL exists and stays noindex. Do not create a replacement page and do not force this URL into the index.
stretch cotton piqué for workwear jackets,performance,Commercial,/fabrics/stretch-cotton-pique/,secondary,"Mapped in fabstitch-keyword-map.csv onto an existing URL. Volume, difficulty, and rank are UNKNOWN.",noindex_target,The URL exists and stays noindex. Do not create a replacement page and do not force this URL into the index.
stretch cotton piqué textile,performance,Commercial,/fabrics/stretch-cotton-pique/,secondary,"Mapped in fabstitch-keyword-map.csv onto an existing URL. Volume, difficulty, and rank are UNKNOWN.",noindex_target,The URL exists and stays noindex. Do not create a replacement page and do not force this URL into the index.
stretch french terry,performance,Commercial,/fabrics/french-terry-stretch/,secondary,"Mapped in fabstitch-keyword-map.csv onto an existing URL. Volume, difficulty, and rank are UNKNOWN.",noindex_target,The URL exists and stays noindex. Do not create a replacement page and do not force this URL into the index.
stretch french terry fabric,performance,Commercial,/fabrics/french-terry-stretch/,secondary,"Mapped in fabstitch-keyword-map.csv onto an existing URL. Volume, difficulty, and rank are UNKNOWN.",noindex_target,The URL exists and stays noindex. Do not create a replacement page and do not force this URL into the index.
stretch french terry fabric online,performance,Commercial,/fabrics/french-terry-stretch/,secondary,"Mapped in fabstitch-keyword-map.csv onto an existing URL. Volume, difficulty, and rank are UNKNOWN.",noindex_target,The URL exists and stays noindex. Do not create a replacement page and do not force this URL into the index.
stretch french terry for baselayers,performance,Commercial,/fabrics/french-terry-stretch/,secondary,"Mapped in fabstitch-keyword-map.csv onto an existing URL. Volume, difficulty, and rank are UNKNOWN.",noindex_target,The URL exists and stays noindex. Do not create a replacement page and do not force this URL into the index.
stretch french terry for knitwear,performance,Commercial,/fabrics/french-terry-stretch/,secondary,"Mapped in fabstitch-keyword-map.csv onto an existing URL. Volume, difficulty, and rank are UNKNOWN.",noindex_target,The URL exists and stays noindex. Do not create a replacement page and do not force this URL into the index.
stretch french terry for loungewear,performance,Commercial,/fabrics/french-terry-stretch/,secondary,"Mapped in fabstitch-keyword-map.csv onto an existing URL. Volume, difficulty, and rank are UNKNOWN.",noindex_target,The URL exists and stays noindex. Do not create a replacement page and do not force this URL into the index.
stretch french terry textile,performance,Commercial,/fabrics/french-terry-stretch/,secondary,"Mapped in fabstitch-keyword-map.csv onto an existing URL. Volume, difficulty, and rank are UNKNOWN.",noindex_target,The URL exists and stays noindex. Do not create a replacement page and do not force this URL into the index.
stretch oxford cotton,performance,Commercial,/fabrics/stretch-oxford-cotton/,secondary,"Mapped in fabstitch-keyword-map.csv onto an existing URL. Volume, difficulty, and rank are UNKNOWN.",noindex_target,The URL exists and stays noindex. Do not create a replacement page and do not force this URL into the index.
stretch oxford cotton fabric,performance,Commercial,/fabrics/stretch-oxford-cotton/,secondary,"Mapped in fabstitch-keyword-map.csv onto an existing URL. Volume, difficulty, and rank are UNKNOWN.",noindex_target,The URL exists and stays noindex. Do not create a replacement page and do not force this URL into the index.
stretch oxford cotton fabric online,performance,Commercial,/fabrics/stretch-oxford-cotton/,secondary,"Mapped in fabstitch-keyword-map.csv onto an existing URL. Volume, difficulty, and rank are UNKNOWN.",noindex_target,The URL exists and stays noindex. Do not create a replacement page and do not force this URL into the index.
stretch oxford cotton for shirts,performance,Commercial,/fabrics/stretch-oxford-cotton/,secondary,"Mapped in fabstitch-keyword-map.csv onto an existing URL. Volume, difficulty, and rank are UNKNOWN.",noindex_target,The URL exists and stays noindex. Do not create a replacement page and do not force this URL into the index.
stretch oxford cotton for workwear jackets,performance,Commercial,/fabrics/stretch-oxford-cotton/,secondary,"Mapped in fabstitch-keyword-map.csv onto an existing URL. Volume, difficulty, and rank are UNKNOWN.",noindex_target,The URL exists and stays noindex. Do not create a replacement page and do not force this URL into the index.
stretch oxford cotton textile,performance,Commercial,/fabrics/stretch-oxford-cotton/,secondary,"Mapped in fabstitch-keyword-map.csv onto an existing URL. Volume, difficulty, and rank are UNKNOWN.",noindex_target,The URL exists and stays noindex. Do not create a replacement page and do not force this URL into the index.
structured ponte,fabric_type,Commercial,/fabrics/ponte-structured/,secondary,"Mapped in fabstitch-keyword-map.csv onto an existing URL. Volume, difficulty, and rank are UNKNOWN.",noindex_target,The URL exists and stays noindex. Do not create a replacement page and do not force this URL into the index.
structured ponte fabric,fabric_type,Commercial,/fabrics/ponte-structured/,secondary,"Mapped in fabstitch-keyword-map.csv onto an existing URL. Volume, difficulty, and rank are UNKNOWN.",noindex_target,The URL exists and stays noindex. Do not create a replacement page and do not force this URL into the index.
structured ponte fabric online,fabric_type,Commercial,/fabrics/ponte-structured/,secondary,"Mapped in fabstitch-keyword-map.csv onto an existing URL. Volume, difficulty, and rank are UNKNOWN.",noindex_target,The URL exists and stays noindex. Do not create a replacement page and do not force this URL into the index.
structured ponte for jackets,fabric_type,Commercial,/fabrics/ponte-structured/,secondary,"Mapped in fabstitch-keyword-map.csv onto an existing URL. Volume, difficulty, and rank are UNKNOWN.",noindex_target,The URL exists and stays noindex. Do not create a replacement page and do not force this URL into the index.
structured ponte for trousers,fabric_type,Commercial,/fabrics/ponte-structured/,secondary,"Mapped in fabstitch-keyword-map.csv onto an existing URL. Volume, difficulty, and rank are UNKNOWN.",noindex_target,The URL exists and stays noindex. Do not create a replacement page and do not force this URL into the index.
structured ponte for workwear jackets,fabric_type,Commercial,/fabrics/ponte-structured/,secondary,"Mapped in fabstitch-keyword-map.csv onto an existing URL. Volume, difficulty, and rank are UNKNOWN.",noindex_target,The URL exists and stays noindex. Do not create a replacement page and do not force this URL into the index.
structured ponte textile,fabric_type,Commercial,/fabrics/ponte-structured/,secondary,"Mapped in fabstitch-keyword-map.csv onto an existing URL. Volume, difficulty, and rank are UNKNOWN.",noindex_target,The URL exists and stays noindex. Do not create a replacement page and do not force this URL into the index.
