Keyword,Country,Volume,Difficulty,Current Rank,Intent,Cluster,Target URL,Content Type,Priority,Status
recycled polyester wadding fabric,GLOBAL,TBD,TBD,TBD,Commercial,Named Fabrics,/fabrics/recycled-polyester-wadding/,product,P3,mapped_noindex_holdback
recycled polyester wadding fabric online,GLOBAL,TBD,TBD,TBD,Commercial,Named Fabrics,/fabrics/recycled-polyester-wadding/,product,P3,mapped_noindex_holdback
recycled polyester wadding for garment insulation,GLOBAL,TBD,TBD,TBD,Commercial,Named Fabrics,/fabrics/recycled-polyester-wadding/,product,P3,mapped_noindex_holdback
recycled polyester wadding textile,GLOBAL,TBD,TBD,TBD,Commercial,Named Fabrics,/fabrics/recycled-polyester-wadding/,product,P3,mapped_noindex_holdback
recycled-cotton denim,GLOBAL,TBD,TBD,TBD,Commercial,Named Fabrics,/fabrics/recycled-cotton-denim/,product,P3,mapped_noindex_holdback
recycled-cotton denim fabric,GLOBAL,TBD,TBD,TBD,Commercial,Named Fabrics,/fabrics/recycled-cotton-denim/,product,P3,mapped_noindex_holdback
recycled-cotton denim fabric online,GLOBAL,TBD,TBD,TBD,Commercial,Named Fabrics,/fabrics/recycled-cotton-denim/,product,P3,mapped_noindex_holdback
recycled-cotton denim textile,GLOBAL,TBD,TBD,TBD,Commercial,Named Fabrics,/fabrics/recycled-cotton-denim/,product,P3,mapped_noindex_holdback
retro sportif knit,GLOBAL,TBD,TBD,TBD,Commercial,Named Fabrics,/fabrics/retro-sportif-knit/,product,P3,mapped_noindex_holdback
retro sportif knit fabric,GLOBAL,TBD,TBD,TBD,Commercial,Named Fabrics,/fabrics/retro-sportif-knit/,product,P3,mapped_noindex_holdback
retro sportif knit fabric online,GLOBAL,TBD,TBD,TBD,Commercial,Named Fabrics,/fabrics/retro-sportif-knit/,product,P3,mapped_noindex_holdback
retro sportif knit for activewear,GLOBAL,TBD,TBD,TBD,Commercial,Named Fabrics,/fabrics/retro-sportif-knit/,product,P3,mapped_noindex_holdback
retro sportif knit textile,GLOBAL,TBD,TBD,TBD,Commercial,Named Fabrics,/fabrics/retro-sportif-knit/,product,P3,mapped_noindex_holdback
ribbed ponte,GLOBAL,TBD,TBD,TBD,Commercial,Named Fabrics,/fabrics/ponte-ribbed/,product,P3,mapped_noindex_holdback
ribbed ponte fabric,GLOBAL,TBD,TBD,TBD,Commercial,Named Fabrics,/fabrics/ponte-ribbed/,product,P3,mapped_noindex_holdback
ribbed ponte fabric online,GLOBAL,TBD,TBD,TBD,Commercial,Named Fabrics,/fabrics/ponte-ribbed/,product,P3,mapped_noindex_holdback
ribbed ponte for dresses,GLOBAL,TBD,TBD,TBD,Commercial,Named Fabrics,/fabrics/ponte-ribbed/,product,P3,mapped_noindex_holdback
ribbed ponte for full skirts,GLOBAL,TBD,TBD,TBD,Commercial,Named Fabrics,/fabrics/ponte-ribbed/,product,P3,mapped_noindex_holdback
ribbed ponte for knitwear,GLOBAL,TBD,TBD,TBD,Commercial,Named Fabrics,/fabrics/ponte-ribbed/,product,P3,mapped_noindex_holdback
ribbed ponte textile,GLOBAL,TBD,TBD,TBD,Commercial,Named Fabrics,/fabrics/ponte-ribbed/,product,P3,mapped_noindex_holdback
ripstop recycled nylon ripstop,GLOBAL,TBD,TBD,TBD,Commercial,Named Fabrics,/fabrics/recycled-nylon-ripstop/,product,P3,mapped_noindex_holdback
royal oxford basketweave royal oxford cotton,GLOBAL,TBD,TBD,TBD,Commercial,Named Fabrics,/fabrics/royal-oxford-cotton/,product,P3,mapped_noindex_holdback
royal oxford cotton,GLOBAL,TBD,TBD,TBD,Commercial,Named Fabrics,/fabrics/royal-oxford-cotton/,product,P3,mapped_noindex_holdback
royal oxford cotton fabric,GLOBAL,TBD,TBD,TBD,Commercial,Named Fabrics,/fabrics/royal-oxford-cotton/,product,P3,mapped_noindex_holdback
royal oxford cotton fabric online,GLOBAL,TBD,TBD,TBD,Commercial,Named Fabrics,/fabrics/royal-oxford-cotton/,product,P3,mapped_noindex_holdback
royal oxford cotton for blouses,GLOBAL,TBD,TBD,TBD,Commercial,Named Fabrics,/fabrics/royal-oxford-cotton/,product,P3,mapped_noindex_holdback
royal oxford cotton for shirts,GLOBAL,TBD,TBD,TBD,Commercial,Named Fabrics,/fabrics/royal-oxford-cotton/,product,P3,mapped_noindex_holdback
royal oxford cotton for workwear jackets,GLOBAL,TBD,TBD,TBD,Commercial,Named Fabrics,/fabrics/royal-oxford-cotton/,product,P3,mapped_noindex_holdback
royal oxford cotton textile,GLOBAL,TBD,TBD,TBD,Commercial,Named Fabrics,/fabrics/royal-oxford-cotton/,product,P3,mapped_noindex_holdback
sanded peach-skin,GLOBAL,TBD,TBD,TBD,Commercial,Named Fabrics,/fabrics/peach-skin/,product,P3,mapped_noindex_holdback
sateen long-staple cotton sateen,GLOBAL,TBD,TBD,TBD,Commercial,Named Fabrics,/fabrics/long-staple-cotton-sateen/,product,P3,mapped_noindex_holdback
sateen weave egyptian cotton sateen,GLOBAL,TBD,TBD,TBD,Commercial,Named Fabrics,/fabrics/egyptian-cotton-sateen/,product,P3,mapped_noindex_holdback
sateen weave mercerized cotton sateen,GLOBAL,TBD,TBD,TBD,Commercial,Named Fabrics,/fabrics/mercerized-cotton-sateen/,product,P3,mapped_noindex_holdback
sateen weave pima cotton sateen,GLOBAL,TBD,TBD,TBD,Commercial,Named Fabrics,/fabrics/pima-cotton-sateen/,product,P3,mapped_noindex_holdback
sateen weave tencel sateen,GLOBAL,TBD,TBD,TBD,Commercial,Named Fabrics,/fabrics/tencel-sateen/,product,P3,mapped_noindex_holdback
satin weave silk charmeuse,GLOBAL,TBD,TBD,TBD,Commercial,Named Fabrics,/fabrics/silk-charmeuse/,product,P3,mapped_noindex_holdback
satin weave silk satin,GLOBAL,TBD,TBD,TBD,Commercial,Named Fabrics,/fabrics/silk-satin/,product,P3,mapped_noindex_holdback
selvedge rigid denim,GLOBAL,TBD,TBD,TBD,Commercial,Named Fabrics,/fabrics/selvedge-rigid-denim/,product,P3,mapped_noindex_holdback
selvedge rigid denim fabric,GLOBAL,TBD,TBD,TBD,Commercial,Named Fabrics,/fabrics/selvedge-rigid-denim/,product,P3,mapped_noindex_holdback
selvedge rigid denim fabric online,GLOBAL,TBD,TBD,TBD,Commercial,Named Fabrics,/fabrics/selvedge-rigid-denim/,product,P3,mapped_noindex_holdback
selvedge rigid denim textile,GLOBAL,TBD,TBD,TBD,Commercial,Named Fabrics,/fabrics/selvedge-rigid-denim/,product,P3,mapped_noindex_holdback
selvedge selvedge rigid denim,GLOBAL,TBD,TBD,TBD,Commercial,Named Fabrics,/fabrics/selvedge-rigid-denim/,product,P3,mapped_noindex_holdback
"short, dense pile cotton velveteen",GLOBAL,TBD,TBD,TBD,Commercial,Named Fabrics,/fabrics/cotton-velveteen/,product,P3,mapped_noindex_holdback
silk and viscose silk-viscose velvet,GLOBAL,TBD,TBD,TBD,Commercial,Named Fabrics,/fabrics/silk-viscose-velvet/,product,P3,mapped_noindex_holdback
silk bouclé,GLOBAL,TBD,TBD,TBD,Commercial,Named Fabrics,/fabrics/silk-boucle/,product,P3,mapped_noindex_holdback
silk bouclé fabric,GLOBAL,TBD,TBD,TBD,Commercial,Named Fabrics,/fabrics/silk-boucle/,product,P3,mapped_noindex_holdback
silk bouclé fabric online,GLOBAL,TBD,TBD,TBD,Commercial,Named Fabrics,/fabrics/silk-boucle/,product,P3,mapped_noindex_holdback
silk bouclé for jackets,GLOBAL,TBD,TBD,TBD,Commercial,Named Fabrics,/fabrics/silk-boucle/,product,P3,mapped_noindex_holdback
silk bouclé for knitwear,GLOBAL,TBD,TBD,TBD,Commercial,Named Fabrics,/fabrics/silk-boucle/,product,P3,mapped_noindex_holdback
silk bouclé textile,GLOBAL,TBD,TBD,TBD,Commercial,Named Fabrics,/fabrics/silk-boucle/,product,P3,mapped_noindex_holdback
silk broadcloth,GLOBAL,TBD,TBD,TBD,Commercial,Named Fabrics,/fabrics/silk-broadcloth/,product,P3,mapped_noindex_holdback
silk broadcloth fabric,GLOBAL,TBD,TBD,TBD,Commercial,Named Fabrics,/fabrics/silk-broadcloth/,product,P3,mapped_noindex_holdback
silk broadcloth fabric online,GLOBAL,TBD,TBD,TBD,Commercial,Named Fabrics,/fabrics/silk-broadcloth/,product,P3,mapped_noindex_holdback
silk broadcloth for blouses,GLOBAL,TBD,TBD,TBD,Commercial,Named Fabrics,/fabrics/silk-broadcloth/,product,P3,mapped_noindex_holdback
silk broadcloth for linings,GLOBAL,TBD,TBD,TBD,Commercial,Named Fabrics,/fabrics/silk-broadcloth/,product,P3,mapped_noindex_holdback
silk broadcloth for shirts,GLOBAL,TBD,TBD,TBD,Commercial,Named Fabrics,/fabrics/silk-broadcloth/,product,P3,mapped_noindex_holdback
silk broadcloth textile,GLOBAL,TBD,TBD,TBD,Commercial,Named Fabrics,/fabrics/silk-broadcloth/,product,P3,mapped_noindex_holdback
silk charmeuse,GLOBAL,TBD,TBD,TBD,Commercial,Named Fabrics,/fabrics/silk-charmeuse/,product,P3,mapped_noindex_holdback
silk charmeuse fabric,GLOBAL,TBD,TBD,TBD,Commercial,Named Fabrics,/fabrics/silk-charmeuse/,product,P3,mapped_noindex_holdback
silk charmeuse fabric online,GLOBAL,TBD,TBD,TBD,Commercial,Named Fabrics,/fabrics/silk-charmeuse/,product,P3,mapped_noindex_holdback
silk charmeuse for blouses,GLOBAL,TBD,TBD,TBD,Commercial,Named Fabrics,/fabrics/silk-charmeuse/,product,P3,mapped_noindex_holdback
silk charmeuse for linings,GLOBAL,TBD,TBD,TBD,Commercial,Named Fabrics,/fabrics/silk-charmeuse/,product,P3,mapped_noindex_holdback
silk charmeuse for slip dresses,GLOBAL,TBD,TBD,TBD,Commercial,Named Fabrics,/fabrics/silk-charmeuse/,product,P3,mapped_noindex_holdback
silk charmeuse textile,GLOBAL,TBD,TBD,TBD,Commercial,Named Fabrics,/fabrics/silk-charmeuse/,product,P3,mapped_noindex_holdback
silk chiffon crepe,GLOBAL,TBD,TBD,TBD,Commercial,Named Fabrics,/fabrics/silk-chiffon-crepe/,product,P3,mapped_noindex_holdback
silk chiffon crepe fabric,GLOBAL,TBD,TBD,TBD,Commercial,Named Fabrics,/fabrics/silk-chiffon-crepe/,product,P3,mapped_noindex_holdback
silk chiffon crepe fabric online,GLOBAL,TBD,TBD,TBD,Commercial,Named Fabrics,/fabrics/silk-chiffon-crepe/,product,P3,mapped_noindex_holdback
silk chiffon crepe for dresses,GLOBAL,TBD,TBD,TBD,Commercial,Named Fabrics,/fabrics/silk-chiffon-crepe/,product,P3,mapped_noindex_holdback
silk chiffon crepe for overlays,GLOBAL,TBD,TBD,TBD,Commercial,Named Fabrics,/fabrics/silk-chiffon-crepe/,product,P3,mapped_noindex_holdback
silk chiffon crepe for scarves,GLOBAL,TBD,TBD,TBD,Commercial,Named Fabrics,/fabrics/silk-chiffon-crepe/,product,P3,mapped_noindex_holdback
silk chiffon crepe textile,GLOBAL,TBD,TBD,TBD,Commercial,Named Fabrics,/fabrics/silk-chiffon-crepe/,product,P3,mapped_noindex_holdback
silk crepe,GLOBAL,TBD,TBD,TBD,Commercial,Named Fabrics,/fabrics/silk-crepe/,product,P3,mapped_noindex_holdback
silk crepe de chine,GLOBAL,TBD,TBD,TBD,Commercial,Named Fabrics,/fabrics/crepe-de-chine/,product,P3,mapped_noindex_holdback
silk crepe fabric,GLOBAL,TBD,TBD,TBD,Commercial,Named Fabrics,/fabrics/silk-crepe/,product,P3,mapped_noindex_holdback
silk crepe fabric online,GLOBAL,TBD,TBD,TBD,Commercial,Named Fabrics,/fabrics/silk-crepe/,product,P3,mapped_noindex_holdback
silk crepe for blouses,GLOBAL,TBD,TBD,TBD,Commercial,Named Fabrics,/fabrics/silk-crepe/,product,P3,mapped_noindex_holdback
silk crepe for dresses,GLOBAL,TBD,TBD,TBD,Commercial,Named Fabrics,/fabrics/silk-crepe/,product,P3,mapped_noindex_holdback
silk crepe for slip dresses,GLOBAL,TBD,TBD,TBD,Commercial,Named Fabrics,/fabrics/silk-crepe/,product,P3,mapped_noindex_holdback
silk crepe textile,GLOBAL,TBD,TBD,TBD,Commercial,Named Fabrics,/fabrics/silk-crepe/,product,P3,mapped_noindex_holdback
silk dupion,GLOBAL,TBD,TBD,TBD,Commercial,Named Fabrics,/fabrics/silk-dupion/,product,P3,mapped_noindex_holdback
silk dupion fabric online,GLOBAL,TBD,TBD,TBD,Commercial,Named Fabrics,/fabrics/silk-dupion/,product,P3,mapped_noindex_holdback
silk dupion for home textiles / interiors,GLOBAL,TBD,TBD,TBD,Commercial,Named Fabrics,/fabrics/silk-dupion/,product,P3,mapped_noindex_holdback
silk dupion for jackets,GLOBAL,TBD,TBD,TBD,Commercial,Named Fabrics,/fabrics/silk-dupion/,product,P3,mapped_noindex_holdback
silk dupion for occasionwear,GLOBAL,TBD,TBD,TBD,Commercial,Named Fabrics,/fabrics/silk-dupion/,product,P3,mapped_noindex_holdback
silk dupion textile,GLOBAL,TBD,TBD,TBD,Commercial,Named Fabrics,/fabrics/silk-dupion/,product,P3,mapped_noindex_holdback
silk faille,GLOBAL,TBD,TBD,TBD,Commercial,Named Fabrics,/fabrics/silk-faille/,product,P3,mapped_noindex_holdback
silk faille fabric,GLOBAL,TBD,TBD,TBD,Commercial,Named Fabrics,/fabrics/silk-faille/,product,P3,mapped_noindex_holdback
silk faille fabric online,GLOBAL,TBD,TBD,TBD,Commercial,Named Fabrics,/fabrics/silk-faille/,product,P3,mapped_noindex_holdback
silk faille for full skirts,GLOBAL,TBD,TBD,TBD,Commercial,Named Fabrics,/fabrics/silk-faille/,product,P3,mapped_noindex_holdback
silk faille for jackets,GLOBAL,TBD,TBD,TBD,Commercial,Named Fabrics,/fabrics/silk-faille/,product,P3,mapped_noindex_holdback
silk faille for occasionwear,GLOBAL,TBD,TBD,TBD,Commercial,Named Fabrics,/fabrics/silk-faille/,product,P3,mapped_noindex_holdback
silk faille textile,GLOBAL,TBD,TBD,TBD,Commercial,Named Fabrics,/fabrics/silk-faille/,product,P3,mapped_noindex_holdback
silk fine-gauge semi-sheer knit,GLOBAL,TBD,TBD,TBD,Commercial,Named Fabrics,/fabrics/fine-gauge-semi-sheer-knit/,product,P3,mapped_noindex_holdback
silk habotai,GLOBAL,TBD,TBD,TBD,Commercial,Named Fabrics,/fabrics/silk-habotai/,product,P3,mapped_noindex_holdback
silk habotai fabric online,GLOBAL,TBD,TBD,TBD,Commercial,Named Fabrics,/fabrics/silk-habotai/,product,P3,mapped_noindex_holdback
silk habotai for linings,GLOBAL,TBD,TBD,TBD,Commercial,Named Fabrics,/fabrics/silk-habotai/,product,P3,mapped_noindex_holdback
silk habotai for scarves,GLOBAL,TBD,TBD,TBD,Commercial,Named Fabrics,/fabrics/silk-habotai/,product,P3,mapped_noindex_holdback
silk habotai textile,GLOBAL,TBD,TBD,TBD,Commercial,Named Fabrics,/fabrics/silk-habotai/,product,P3,mapped_noindex_holdback
silk noil,GLOBAL,TBD,TBD,TBD,Commercial,Named Fabrics,/fabrics/silk-noil/,product,P3,mapped_noindex_holdback
silk noil fabric,GLOBAL,TBD,TBD,TBD,Commercial,Named Fabrics,/fabrics/silk-noil/,product,P3,mapped_noindex_holdback
silk noil fabric online,GLOBAL,TBD,TBD,TBD,Commercial,Named Fabrics,/fabrics/silk-noil/,product,P3,mapped_noindex_holdback
silk noil for blouses,GLOBAL,TBD,TBD,TBD,Commercial,Named Fabrics,/fabrics/silk-noil/,product,P3,mapped_noindex_holdback
silk noil for dresses,GLOBAL,TBD,TBD,TBD,Commercial,Named Fabrics,/fabrics/silk-noil/,product,P3,mapped_noindex_holdback
silk noil for resortwear,GLOBAL,TBD,TBD,TBD,Commercial,Named Fabrics,/fabrics/silk-noil/,product,P3,mapped_noindex_holdback
silk noil textile,GLOBAL,TBD,TBD,TBD,Commercial,Named Fabrics,/fabrics/silk-noil/,product,P3,mapped_noindex_holdback
silk organza,GLOBAL,TBD,TBD,TBD,Commercial,Named Fabrics,/fabrics/silk-organza/,product,P3,mapped_noindex_holdback
silk organza fabric online,GLOBAL,TBD,TBD,TBD,Commercial,Named Fabrics,/fabrics/silk-organza/,product,P3,mapped_noindex_holdback
silk organza for overlays,GLOBAL,TBD,TBD,TBD,Commercial,Named Fabrics,/fabrics/silk-organza/,product,P3,mapped_noindex_holdback
silk organza for ruffles,GLOBAL,TBD,TBD,TBD,Commercial,Named Fabrics,/fabrics/silk-organza/,product,P3,mapped_noindex_holdback
silk organza for volume sleeves,GLOBAL,TBD,TBD,TBD,Commercial,Named Fabrics,/fabrics/silk-organza/,product,P3,mapped_noindex_holdback
silk organza textile,GLOBAL,TBD,TBD,TBD,Commercial,Named Fabrics,/fabrics/silk-organza/,product,P3,mapped_noindex_holdback
silk satin,GLOBAL,TBD,TBD,TBD,Commercial,Named Fabrics,/fabrics/silk-satin/,product,P3,mapped_noindex_holdback
silk satin fabric,GLOBAL,TBD,TBD,TBD,Commercial,Named Fabrics,/fabrics/silk-satin/,product,P3,mapped_noindex_holdback
silk satin fabric online,GLOBAL,TBD,TBD,TBD,Commercial,Named Fabrics,/fabrics/silk-satin/,product,P3,mapped_noindex_holdback
silk satin for dresses,GLOBAL,TBD,TBD,TBD,Commercial,Named Fabrics,/fabrics/silk-satin/,product,P3,mapped_noindex_holdback
silk satin for linings,GLOBAL,TBD,TBD,TBD,Commercial,Named Fabrics,/fabrics/silk-satin/,product,P3,mapped_noindex_holdback
silk satin for occasionwear,GLOBAL,TBD,TBD,TBD,Commercial,Named Fabrics,/fabrics/silk-satin/,product,P3,mapped_noindex_holdback
silk satin textile,GLOBAL,TBD,TBD,TBD,Commercial,Named Fabrics,/fabrics/silk-satin/,product,P3,mapped_noindex_holdback
silk silk dupion,GLOBAL,TBD,TBD,TBD,Commercial,Named Fabrics,/fabrics/silk-dupion/,product,P3,mapped_noindex_holdback
silk silk habotai,GLOBAL,TBD,TBD,TBD,Commercial,Named Fabrics,/fabrics/silk-habotai/,product,P3,mapped_noindex_holdback
silk silk organza,GLOBAL,TBD,TBD,TBD,Commercial,Named Fabrics,/fabrics/silk-organza/,product,P3,mapped_noindex_holdback
silk silk taffeta,GLOBAL,TBD,TBD,TBD,Commercial,Named Fabrics,/fabrics/silk-taffeta/,product,P3,mapped_noindex_holdback
silk taffeta,GLOBAL,TBD,TBD,TBD,Commercial,Named Fabrics,/fabrics/silk-taffeta/,product,P3,mapped_noindex_holdback
silk taffeta fabric online,GLOBAL,TBD,TBD,TBD,Commercial,Named Fabrics,/fabrics/silk-taffeta/,product,P3,mapped_noindex_holdback
silk taffeta for full skirts,GLOBAL,TBD,TBD,TBD,Commercial,Named Fabrics,/fabrics/silk-taffeta/,product,P3,mapped_noindex_holdback
silk taffeta for lightweight outerwear,GLOBAL,TBD,TBD,TBD,Commercial,Named Fabrics,/fabrics/silk-taffeta/,product,P3,mapped_noindex_holdback
silk taffeta for occasionwear,GLOBAL,TBD,TBD,TBD,Commercial,Named Fabrics,/fabrics/silk-taffeta/,product,P3,mapped_noindex_holdback
silk taffeta textile,GLOBAL,TBD,TBD,TBD,Commercial,Named Fabrics,/fabrics/silk-taffeta/,product,P3,mapped_noindex_holdback
silk tussar,GLOBAL,TBD,TBD,TBD,Commercial,Named Fabrics,/fabrics/silk-tussar/,product,P3,mapped_noindex_holdback
silk tussar fabric,GLOBAL,TBD,TBD,TBD,Commercial,Named Fabrics,/fabrics/silk-tussar/,product,P3,mapped_noindex_holdback
silk tussar fabric online,GLOBAL,TBD,TBD,TBD,Commercial,Named Fabrics,/fabrics/silk-tussar/,product,P3,mapped_noindex_holdback
silk tussar for full skirts,GLOBAL,TBD,TBD,TBD,Commercial,Named Fabrics,/fabrics/silk-tussar/,product,P3,mapped_noindex_holdback
silk tussar for jackets,GLOBAL,TBD,TBD,TBD,Commercial,Named Fabrics,/fabrics/silk-tussar/,product,P3,mapped_noindex_holdback
silk tussar for occasionwear,GLOBAL,TBD,TBD,TBD,Commercial,Named Fabrics,/fabrics/silk-tussar/,product,P3,mapped_noindex_holdback
silk tussar textile,GLOBAL,TBD,TBD,TBD,Commercial,Named Fabrics,/fabrics/silk-tussar/,product,P3,mapped_noindex_holdback
silk twill,GLOBAL,TBD,TBD,TBD,Commercial,Named Fabrics,/fabrics/silk-twill/,product,P3,mapped_noindex_holdback
silk twill fabric,GLOBAL,TBD,TBD,TBD,Commercial,Named Fabrics,/fabrics/silk-twill/,product,P3,mapped_noindex_holdback
silk twill fabric online,GLOBAL,TBD,TBD,TBD,Commercial,Named Fabrics,/fabrics/silk-twill/,product,P3,mapped_noindex_holdback
silk twill for blouses,GLOBAL,TBD,TBD,TBD,Commercial,Named Fabrics,/fabrics/silk-twill/,product,P3,mapped_noindex_holdback
silk twill for dresses,GLOBAL,TBD,TBD,TBD,Commercial,Named Fabrics,/fabrics/silk-twill/,product,P3,mapped_noindex_holdback
silk twill for scarves,GLOBAL,TBD,TBD,TBD,Commercial,Named Fabrics,/fabrics/silk-twill/,product,P3,mapped_noindex_holdback
silk twill textile,GLOBAL,TBD,TBD,TBD,Commercial,Named Fabrics,/fabrics/silk-twill/,product,P3,mapped_noindex_holdback
silk-viscose velvet,GLOBAL,TBD,TBD,TBD,Commercial,Named Fabrics,/fabrics/silk-viscose-velvet/,product,P3,mapped_noindex_holdback
silk-viscose velvet fabric,GLOBAL,TBD,TBD,TBD,Commercial,Named Fabrics,/fabrics/silk-viscose-velvet/,product,P3,mapped_noindex_holdback
silk-viscose velvet fabric online,GLOBAL,TBD,TBD,TBD,Commercial,Named Fabrics,/fabrics/silk-viscose-velvet/,product,P3,mapped_noindex_holdback
silk-viscose velvet for interiors,GLOBAL,TBD,TBD,TBD,Commercial,Named Fabrics,/fabrics/silk-viscose-velvet/,product,P3,mapped_noindex_holdback
silk-viscose velvet for occasionwear,GLOBAL,TBD,TBD,TBD,Commercial,Named Fabrics,/fabrics/silk-viscose-velvet/,product,P3,mapped_noindex_holdback
silk-viscose velvet textile,GLOBAL,TBD,TBD,TBD,Commercial,Named Fabrics,/fabrics/silk-viscose-velvet/,product,P3,mapped_noindex_holdback
single jersey knit mercerized cotton jersey,GLOBAL,TBD,TBD,TBD,Commercial,Named Fabrics,/fabrics/mercerized-cotton-jersey/,product,P3,mapped_noindex_holdback
single jersey knit pima cotton jersey,GLOBAL,TBD,TBD,TBD,Commercial,Named Fabrics,/fabrics/pima-cotton-jersey/,product,P3,mapped_noindex_holdback
single jersey knit tencel jersey,GLOBAL,TBD,TBD,TBD,Commercial,Named Fabrics,/fabrics/tencel-jersey/,product,P3,mapped_noindex_holdback
slub cotton,GLOBAL,TBD,TBD,TBD,Commercial,Named Fabrics,/fabrics/slub-cotton/,product,P3,mapped_noindex_holdback
slub cotton fabric online,GLOBAL,TBD,TBD,TBD,Commercial,Named Fabrics,/fabrics/slub-cotton/,product,P3,mapped_noindex_holdback
slub cotton lawn,GLOBAL,TBD,TBD,TBD,Commercial,Named Fabrics,/fabrics/slub-cotton-lawn/,product,P3,mapped_noindex_holdback
slub cotton lawn fabric,GLOBAL,TBD,TBD,TBD,Commercial,Named Fabrics,/fabrics/slub-cotton-lawn/,product,P3,mapped_noindex_holdback
slub cotton lawn fabric online,GLOBAL,TBD,TBD,TBD,Commercial,Named Fabrics,/fabrics/slub-cotton-lawn/,product,P3,mapped_noindex_holdback
slub cotton lawn for blouses,GLOBAL,TBD,TBD,TBD,Commercial,Named Fabrics,/fabrics/slub-cotton-lawn/,product,P3,mapped_noindex_holdback
slub cotton lawn for resortwear,GLOBAL,TBD,TBD,TBD,Commercial,Named Fabrics,/fabrics/slub-cotton-lawn/,product,P3,mapped_noindex_holdback
slub cotton lawn for shirts,GLOBAL,TBD,TBD,TBD,Commercial,Named Fabrics,/fabrics/slub-cotton-lawn/,product,P3,mapped_noindex_holdback
